,sentence,pos,language,switch
647,entonces qué hubieran podido hacer .,co pro:int v part inf .,ESP ESP ESP ESP ESP,0
648,nada this was the only options .,pro:indef L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ENG,1
649,pero como la librería is so huge you gotta make a whole to make a room over there .,conj adv det:art n L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
650,yeah but how do how cómo lo puedes improve ?,co conj adv v adv L2 L2 L2 v ?,ESP ESP ESP ESP ESP ENG ENG ENG ESP,1
651,but it's good also /.,conj pro adj adv +/.,ESP ESP ESP ESP,0
652,because //.,conj +//.,ESP,0
653,ah I don't know .,co pro:sub mod v .,ESP ESP ESP ESP,0
654,the building would have to be thinner .,det n mod v inf cop adj .,ESP ESP ESP ESP ESP ESP ESP,0
655,but what's good about this it's because is this deep it allows the air go beneath the building so /.,conj pro:wh adj prep det pro conj cop det n pro v det n v prep det n adv +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
656,.,None,,0
657,so that's why this is so fresh .,co pro:dem adv:wh pro:dem aux adv adj .,ESP ESP ESP ESP ESP ESP ESP,0
658,they did it in that way because this is always like that .,pro:sub mod pro prep det n conj det aux adv co pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
659,yeah .,co .,ESP,0
660,aunque haya brisa fuera o no haya brisa fuera el aire siempre va a entrar por aquí como ...,conj v v adv coord adv v v adv det:art co adv v aprep inf prep adv adv +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
661,brisa .,v .,ESP,0
662,imagínate .,imp .,ESP,0
663,it's like pressure .,pro rel n .,ESP ESP ESP,0
664,todo el aire está fuera pero se mete por un huequito así .,det:indef det:art co cop adv conj pro:refl v prep det:art n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
665,siempre va a fluir .,adv v aprep inf .,ESP ESP ESP ESP,0
666,después esta parte siempre va a estar refrescada así .,adv imp v adv v aprep inf part adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
667,pero por ejemplo ellos pudieron haberlo hecho más clara poniendo un piso más claro .,conj prep n pro:sub v inf v adv adj ger det:art v adv co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
668,sí pero ...,co conj +...,ESP ESP,0
669,en vez de hacer concrete esto con un piso de marble se vería super cool .,prep n prep inf L2 pro:dem prep det:art v prep L2 pro:refl v n L2 .,ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ENG ESP ESP ESP ENG,1
670,sí .,co .,ESP,0
671,o en vez de usar pintura gris usar pintura clara .,coord prep n prep inf n adj inf n adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
672,pero después cuando llueve se pone muy slippery .,conj adv conj v pro:refl v adv L2 .,ESP ESP ESP ESP ESP ESP ESP ENG,1
673,slippery .,adj .,ESP,0
674,esa es la cuestión .,det:dem cop det:art n .,ESP ESP ESP ESP,0
675,pero y si también sabes lo que I picture ?,conj coord conj adv v pro:obj prep n:prop:L2 L2 ?,ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
676,dos la librería separada entre dos edificios y después en el medio un corredor que la gente puede cruzar al otro lado de la librería .,det:num det:art n part imp det:num n coord adv prep det:art adj det:art n:v prep det:art n v inf aprep pro:indef n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
677,y así hubiera espacio .,coord adv v n .,ESP ESP ESP ESP,0
678,ah .,co .,ESP,0
679,pero sería el mismo tamaño el edificio pero estás quitándole todo ese hueco para ese corredor .,conj cop det:art adj n det:art n conj cop ger det:indef det:dem n prep det:dem n:v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
680,sí .,co .,ESP,0
681,es es //.,cop cop +//.,ESP ESP,0
682,entonces ...,adv +...,ESP,0
683,estás gastando ...,aux ger +...,ESP ESP,0
684,estás gastando espacio .,aux ger n .,ESP ESP ESP,0
685,ah .,co .,ESP,0
686,eso se llama efficiency .,pro:dem pro:refl v L2 .,ESP ESP ESP ENG,1
687,o bueno este hueco más alto .,coord co det:dem n adv adj .,ESP ESP ESP ESP ESP ESP,0
688,y el edificio más alto .,coord det:art n adv adj .,ESP ESP ESP ESP ESP,0
689,o sea sigue siendo siete pies .,coord cop v cop det:num v .,ESP ESP ESP ESP ESP ESP,0
690,.,None,,0
691,pero todo más alto para que ese hueco sea más largo .,conj det:indef adv adj prep pro:rel det:dem n cop adv v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
692,that would mean more //.,pro:dem mod v pro:indef +//.,ESP ESP ESP ESP,0
693,pero para la gente .,conj prep det:art n .,ESP ESP ESP ESP,0
694,o sea es como se /.,coord cop cop adv pro:refl +/.,ESP ESP ESP ESP ESP,0
695,pero es que esa es la cuestión .,conj cop pro:rel det:dem cop det:art n .,ESP ESP ESP ESP ESP ESP ESP,0
696,would it be people friendly ?,mod pro cop n adj ?,ESP ESP ESP ESP ESP,0
697,like .,co .,ESP,0
698,I like furniture and buildings and I like people friendly not //.,pro:sub v n coord n conj pro:sub v n adj neg +//.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
699,como ayer por ejemplo en el bookstore al frente a mí me gustó ese hueco .,adv adv prep n prep det:art L2 aprep adv aprep pro:prep pro:obj v det:dem n .,ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
700,cuál hueco ?,pro:int n ?,ESP ESP,0
701,el huequito donde están todos los paintings en la pared .,det:art n pro:rel cop det:indef det:art L2 prep det:art n .,ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP,1
702,ah sí .,co co .,ESP ESP,0
703,y es un poco de sillas .,coord cop det:art adv prep n .,ESP ESP ESP ESP ESP ESP,0
704,se siente así todo como comfortable that .,pro:refl v adv det:indef adv L2 L2 .,ESP ESP ESP ESP ESP ENG ENG,1
705,ahí todo .,adv det:indef .,ESP ESP,0
706,sí .,co .,ESP,0
707,te puedes tirar y eso .,pro:obj v inf coord pro:dem .,ESP ESP ESP ESP ESP,0
708,pero lo que pasa es que que cuando ya estás en estas cosas en arquitectura y eso tienes que ver que hay mucha cosa más que tienes /.,conj pro:obj pro:rel v cop pro:rel prep pro:rel adv cop prep det:dem v prep n coord pro:dem v pro:rel inf pro:rel v det:indef v adv pro:rel v +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
709,intereses del dinero ?,v prep n ?,ESP ESP ESP,0
710,claro porque budget .,co conj L2 .,ESP ESP ENG,1
711,tú diseñas pero tú no eres el que está pagando por el diseño .,pro:sub v conj pro:sub adv cop det:art pro:rel aux ger prep det:art v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
712,sí .,co .,ESP,0
713,somebody else .,pro:indef post .,ESP ESP,0
714,you design it for somebody else .,pro v pro prep pro:indef post .,ESP ESP ESP ESP ESP ESP,0
715,pero si totalmente tendrías que ...,conj conj adv:adj v pro:rel +...,ESP ESP ESP ESP ESP,0
716,o sea //.,coord cop +//.,ESP ESP,0
717,entonces ellos te /.,adv pro:sub pro:obj +/.,ESP ESP ESP,0
718,si ...,conj +...,ESP,0
719,ellos más o menos te dicen podemos gastar tanto y //.,pro:sub adv coord adv pro:obj v v inf det:indef coord +//.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
720,pero tú tienes que limitarte a eso .,conj pro:sub v pro:rel inf aprep pro:dem .,ESP ESP ESP ESP ESP ESP ESP,0
721,pero vamos a decir //.,conj v aprep inf +//.,ESP ESP ESP ESP,0
722,no estoy hablando de actual realistic jobs .,adv aux ger prep L2 L2 L2 .,ESP ESP ESP ESP ENG ENG ENG,1
723,estoy hablando de tu creatividad .,aux ger prep det:pos n .,ESP ESP ESP ESP ESP,0
724,o sea tú diseñar algo porque te gusta por aesthetically .,coord cop pro:sub inf pro:dem conj pro:obj v prep L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
725,like porque te gusta .,L2 conj pro:obj v .,ENG ESP ESP ESP,1
726,ay yo me comí un así de grande .,co pro:sub pro:obj v det:art adv prep adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
727,.,None,,0
728,qué ver un pan con el ...,pro:int inf det:art n prep det:art +...,ESP ESP ESP ESP ESP ESP,0
729,.,None,,0
730,yo tengo hambre ahora quiero ...,pro:sub v n adv v +...,ESP ESP ESP ESP ESP,0
731,no porque te vi yawning .,adv conj pro:obj v L2 .,ESP ESP ESP ESP ENG,1
732,quiero comer .,v inf .,ESP ESP,0
733,me comí unas papitas de Jane .,pro:obj v det:art n prep n:prop .,ESP ESP ESP ESP ESP ESP,0
734,oh my goodness .,co pro:poss:det n .,ESP ESP ESP,0
735,Jane .,n:prop .,ESP,0
736,y cómo está Jane ?,coord pro:int cop n:prop ?,ESP ESP ESP ESP,0
737,Jane ?,n:prop ?,ESP,0
738,pues ahí en su casa .,co adv prep det:pos imp .,ESP ESP ESP ESP ESP,0
739,yo cuando yo la vi el primer día yo estuve bien con ella .,pro:sub conj pro:sub pro:obj v det:art adv n pro:sub aux adv prep pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
740,no se si te contó .,adv pro:refl conj pro:obj v .,ESP ESP ESP ESP ESP,0
741,ay sí .,co co .,ESP ESP,0
742,"que le digo ""/.","pro:rel pro:ind v +""/.",ESP ESP ESP,0
743,Jane ya por favor .,n:prop adv prep n .,ESP ESP ESP ESP,0
744,ay no .,co adv .,ESP ESP,0
745,cállate .,imp .,ESP,0
746,.,None,,0
747,ay pero ay ay .,co conj co co .,ESP ESP ESP ESP,0
748,"me decía "".","pro:obj v +"".",ESP ESP,0
749,ay ay Connor .,co co n:prop .,ESP ESP ESP,0
750,pero de Gabrielle !,conj prep n:prop !,ESP ESP ESP,0
751,oh no .,co co .,ESP ESP,0
752,oh .,co .,ESP,0
753,yo papi papi .,pro:sub n n .,ESP ESP ESP,0
754,yo no me esperaba eso .,pro:sub adv pro:obj v pro:dem .,ESP ESP ESP ESP ESP,0
755,.,None,,0
756,discúlpame y perdona .,imp coord co .,ESP ESP ESP,0
757,pero dónde dónde quedó ..?,conj pro:int pro:int v +..?,ESP ESP ESP ESP,0
758,ah ah no no .,co co adv adv .,ESP ESP ESP ESP,0
759,dónde quedó qué .,pro:int v pro:int .,ESP ESP ESP,0
760,"ella decía ""/.","pro:sub v +""/.",ESP ESP,0
761,dónde quedó la cristiandad y .,pro:int v det:art n coord .,ESP ESP ESP ESP ESP,0
762,no papi no .,adv n adv .,ESP ESP ESP,0
763,eso no se hace .,pro:dem adv pro:refl v .,ESP ESP ESP ESP,0
764,no no no no no .,adv adv adv adv adv .,ESP ESP ESP ESP ESP,0
765,"pues yo le decía ""/.","co pro:sub pro:ind v +""/.",ESP ESP ESP ESP,0
766,.,None,,0
767,pero y ella se estaba enfocando //.,conj coord pro:sub pro:refl aux ger +//.,ESP ESP ESP ESP ESP ESP,0
768,pues sí .,co co .,ESP ESP,0
769,ay yo no sé .,co pro:sub adv v .,ESP ESP ESP ESP,0
770,anyway .,adv .,ESP,0
771,oh my goodness .,co pro:poss:det n .,ESP ESP ESP,0
772,pero qué tu hiciste eso de verdad ?,conj pro:int det:pos v pro:dem prep co ?,ESP ESP ESP ESP ESP ESP ESP,0
773,pero mira .,conj v .,ESP ESP,0
774,it's like .,pro rel .,ESP ESP,0
775,no !,adv !,ESP,0
776,.,None,,0
777,"le dije ""/.","pro:ind v +""/.",ESP ESP,0
778,toma la cámara .,v det:art n .,ESP ESP ESP,0
779,y me fui .,coord pro:obj v .,ESP ESP ESP,0
780,porque estaba la sangre me estaba hirviendo .,conj cop det:art n pro:obj aux ger .,ESP ESP ESP ESP ESP ESP ESP,0
781,no sabía qué hacer .,adv v pro:int inf .,ESP ESP ESP ESP,0
782,why ?,adv:wh ?,ESP,0
783,porque mira .,conj v .,ESP ESP,0
784,yo estaba llamado a gente verdad ?,pro:sub aux part aprep n co ?,ESP ESP ESP ESP ESP ESP,0
785,y ese viene .,coord det:dem v .,ESP ESP ESP,0
786,y era un grupo grande .,coord cop det:art n adj .,ESP ESP ESP ESP ESP,0
787,y era el domingo .,coord cop det:art n .,ESP ESP ESP ESP,0
788,estaba ahí por cuatro horas solamente .,cop adv prep det:num n adv .,ESP ESP ESP ESP ESP ESP,0
789,y ella se tiró enfrente del //.,coord pro:sub pro:refl v adv prep +//.,ESP ESP ESP ESP ESP ESP,0
790,o sea ni se tiró enfrente de mí .,coord cop coord pro:refl v adv prep pro:prep .,ESP ESP ESP ESP ESP ESP ESP ESP,0
791,cogió mi cliente .,v det:pos n .,ESP ESP ESP,0
792,lo llevó .,pro:obj v .,ESP ESP,0
793,le tomó fotos .,pro:ind v n .,ESP ESP ESP,0
794,al cliente le llegó tres cuatro familias .,aprep n pro:ind v det:num det:num n .,ESP ESP ESP ESP ESP ESP ESP,0
795,y le tomó fotos a todos ellos .,coord pro:ind v n aprep det:indef pro:sub .,ESP ESP ESP ESP ESP ESP ESP,0
796,y les vendió y ya .,coord pro:ind v coord adv .,ESP ESP ESP ESP ESP,0
797,quedó en su número .,v prep det:pos n .,ESP ESP ESP ESP,0
798,"entonces yo ""/.","adv pro:sub +""/.",ESP ESP,0
799,okay Jane yo juego contigo pero no se /.,L2 n:prop pro:sub v adv conj adv pro:refl +/.,ENG ESP ESP ESP ESP ESP ESP ESP,1
800,no te pases .,adv pro:obj v .,ESP ESP ESP,0
801,o sea ...,coord cop +...,ESP ESP,0
802,ella lo que me dijo fue que como tú tenías a un montonón de gente y ya ahí .,pro:sub pro:obj pro:rel pro:obj v v prep adv pro:sub v aprep det:art n prep n coord adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
803,le estabas tomando fotos entonces que llegó otra persona /.,pro:ind aux ger n co pro:rel v det:indef n +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
804,no .,adv .,ESP,0
805,ella me lo cogió desde antes .,pro:sub pro:obj pro:obj v prep adv .,ESP ESP ESP ESP ESP ESP,0
806,no llegó gente .,adv v n .,ESP ESP ESP,0
807,"ella después comenzó a torcer la historia ""/.","pro:sub adv v aprep inf det:art n +""/.",ESP ESP ESP ESP ESP ESP ESP,0
808,no es que te es para ayudarte .,adv cop pro:rel pro:obj cop prep inf .,ESP ESP ESP ESP ESP ESP ESP,0
809,no Jane no fue para ayudarme .,adv n:prop adv v prep inf .,ESP ESP ESP ESP ESP ESP,0
810,tú lo llamaste antes que yo lo pude hacer llegar a la cámara .,pro:sub pro:obj v adv pro:rel pro:sub pro:obj v inf inf aprep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
811,entonces por eso me molesté porque ella asumió y tomó //.,adv prep pro:dem pro:obj v conj pro:sub v coord v +//.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
812,sentí que estaba abusando de la amistad .,v pro:rel aux ger prep det:art n .,ESP ESP ESP ESP ESP ESP ESP,0
813,o sea como se estaba riendo y todo .,coord cop adv pro:refl aux ger coord pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP,0
814,se cogió el cliente .,pro:refl v det:art n .,ESP ESP ESP ESP,0
815,y yo me fui .,coord pro:sub pro:obj v .,ESP ESP ESP ESP,0
816,pero de todas maneras para mí fue una lección porque mira .,conj prep det:indef n prep pro:prep cop det:art n conj co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
817,cuando yo estaba hirviendo verdad ?,conj pro:sub aux ger co ?,ESP ESP ESP ESP ESP,0
818,"y yo sentía al señor diciéndome ""/.","coord pro:sub v aprep co:voc ger +""/.",ESP ESP ESP ESP ESP ESP,0
819,cálmate cálmate cálmate .,imp imp imp .,ESP ESP ESP,0
820,"entonces dios me dijo ""/.","co co pro:obj v +""/.",ESP ESP ESP ESP,0
821,no te preocupes que yo te voy a mandar otra venta que va a ser aún más .,adv pro:obj v pro:rel pro:sub pro:obj v aprep inf det:indef n pro:rel v aprep inf adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
822,pero yo no tuve paciencia para esperar en el señor .,conj pro:sub adv v n prep inf prep det:art co:voc .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
823,"porque cuando vino ese otro cliente yo sentía algo que me dijo ""/.","conj pro:rel v det:dem det:indef n pro:sub v pro:dem pro:rel pro:obj v +""/.",ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
824,este es el cliente .,det:dem cop det:art n .,ESP ESP ESP ESP,0
825,ese te va a comprar bastante .,det:dem pro:obj v aprep inf adv .,ESP ESP ESP ESP ESP ESP,0
826,pero entonces vino Jane y otra vez me iba a coger la cámara .,conj adv v n:prop coord det:indef n pro:obj v aprep inf det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
827,y ahí es donde se me fue hasta la cabeza .,coord adv cop pro:rel pro:refl pro:obj v prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
828,"yo le dije ""/.","pro:sub pro:ind v +""/.",ESP ESP ESP,0
829,toma la cámara .,v det:art n .,ESP ESP ESP,0
830,y me fui .,coord pro:obj v .,ESP ESP ESP,0
831,"porque ella jugando ""/.","conj pro:sub ger +""/.",ESP ESP ESP,0
832,ven yo te lo hago .,co pro:sub pro:obj pro:obj v .,ESP ESP ESP ESP ESP,0
833,así riéndose otra vez .,adv ger det:indef n .,ESP ESP ESP ESP,0
834,"y yo ""/.","coord pro:sub +""/.",ESP ESP,0
835,oh toma la cámara .,co v det:art n .,ESP ESP ESP ESP,0
836,y me fui caminando .,coord pro:obj v ger .,ESP ESP ESP ESP,0
837,y después regresé .,coord adv v .,ESP ESP ESP,0
838,"y le dije ""/.","coord pro:ind v +""/.",ESP ESP ESP,0
839,mira .,co .,ESP,0
840,"y ella me dijo ""/.","coord pro:sub pro:obj v +""/.",ESP ESP ESP ESP,0
841,ay por qué te pusiste así tal cosa ?,co prep pro:int pro:obj v adv adj v ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
842,no se qué .,adv pro:refl pro:int .,ESP ESP ESP,0
843,y entonces yo le dije .,coord adv pro:sub pro:ind v .,ESP ESP ESP ESP ESP,0
844,"yo le dije ""/.","pro:sub pro:ind v +""/.",ESP ESP ESP,0
845,yo preferí no reaccionar así .,pro:sub v adv inf adv .,ESP ESP ESP ESP ESP,0
846,obviamente no me hubiera gustado reaccionar así .,adv:adj adv pro:obj v part inf adv .,ESP ESP ESP ESP ESP ESP ESP,0
847,pero ya me molestó porque sentí que te estabas like pasando .,conj adv pro:obj v conj v pro:rel pro:obj aux L2 ger .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP,1
848,entonces ahí ya hablamos tal cosa .,adv adv adv v adj v .,ESP ESP ESP ESP ESP ESP,0
849,y resulta .,coord v .,ESP ESP,0
850,el cliente ese que se quedó lo atendió Marta .,det:art n det:dem pro:rel pro:refl v pro:obj v n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
851,y les vendió setenta dólares que era más de lo que Jane les había vendido .,coord pro:ind v det:num n pro:rel cop adv prep pro:obj pro:rel n:prop pro:ind aux part .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
852,o sea dios tenía la razón .,coord cop co v det:art n .,ESP ESP ESP ESP ESP ESP,0
853,me estaba mandando el cliente .,pro:obj aux ger det:art n .,ESP ESP ESP ESP ESP,0
854,pero yo no tuve paciencia para esperar .,conj pro:sub adv v n prep inf .,ESP ESP ESP ESP ESP ESP ESP,0
855,y dejar que se me pasara la rabia .,coord inf pro:rel pro:refl pro:obj v det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
856,me entiendes ?,pro:obj v ?,ESP ESP,0
857,entonces ahí eh aprendí .,adv adv co v .,ESP ESP ESP ESP,0
858,pues ella se estaba poniendo mal .,co pro:sub pro:refl aux ger adv .,ESP ESP ESP ESP ESP ESP,0
859,"y yo dije ""/.","coord pro:sub v +""/.",ESP ESP ESP,0
860,pero tú no tienes razón de ponerte mal .,conj pro:sub adv v n prep inf adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
861,ella no tiene razón de estar rabiosa de nada si ella se metió //.,pro:sub adv v n prep inf adj prep pro:indef conj pro:sub pro:refl v +//.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
862,o sea .,coord cop .,ESP ESP,0
863,me entiendes ?,pro:obj v ?,ESP ESP,0
864,esa era una sola persona entonces .,det:dem cop det:art adj n co .,ESP ESP ESP ESP ESP ESP,0
865,no es que venía /.,adv cop pro:rel v +/.,ESP ESP ESP ESP,0
866,no .,adv .,ESP,0
867,era una familia toda grande .,cop det:art n det:indef adj .,ESP ESP ESP ESP ESP,0
868,pero yo llamé una persona .,conj pro:sub v det:art n .,ESP ESP ESP ESP ESP,0
869,ella me quitó esa persona .,pro:sub pro:obj v det:dem n .,ESP ESP ESP ESP ESP,0
870,entonces como ya me lo quitó atendí el hermano o el amigo de él .,adv adv adv pro:obj pro:obj v v det:art n coord det:art n prep pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
871,después llegaron más gente pero ella les tomó fotos a todo el grupo .,adv v adv n conj pro:sub pro:ind v n aprep det:indef det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
872,incluso le dijo a todo el grupo que se pararan juntos .,adv pro:ind v aprep det:indef det:art n pro:rel pro:refl v adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
873,y les tomó fotos .,coord pro:ind v n .,ESP ESP ESP ESP,0
874,morcilla ?,n ?,ESP,0
875,no sé .,adv v .,ESP ESP,0
876,el de la morcilla fue un poco de negros .,det:art prep det:art n v det:art adv prep adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
877,sí fue un poco de negros juntos .,co v det:art adv prep adj adj .,ESP ESP ESP ESP ESP ESP ESP,0
878,"dijo ""/.","v +""/.",ESP,0
879,digan morcilla !,v n !,ESP ESP,0
880,sí dijeron morcilla .,co v n .,ESP ESP ESP,0
881,porque eran cuarenta negros .,conj cop det:num adj .,ESP ESP ESP ESP,0
882,ajá ellos .,co pro:sub .,ESP ESP,0
883,entonces eso yo ya me estaba viendo ...,co pro:dem pro:sub adv pro:obj aux ger +...,ESP ESP ESP ESP ESP ESP ESP,0
884,es como si me estaba hirviendo la sangre poquito a poquito .,cop adv conj pro:obj aux ger pro:obj v det:indef aprep pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
885,primero me llamó el cliente .,adv pro:obj v det:art n .,ESP ESP ESP ESP ESP,0
886,"y dijo ""/.","coord v +""/.",ESP ESP,0
887,ah no importa .,co adv v .,ESP ESP ESP,0
888,después llegó otro otro otro .,adv v pro:indef det:indef det:indef .,ESP ESP ESP ESP ESP,0
889,y después llegó toda la familia .,coord adv v det:indef det:art n .,ESP ESP ESP ESP ESP ESP,0
890,y les vendió a otro .,coord pro:ind v aprep det:indef .,ESP ESP ESP ESP ESP,0
891,"y ni una vez me preguntó ""/.","coord coord pro:dem n pro:obj v +""/.",ESP ESP ESP ESP ESP ESP,0
892,Gabrielle te ayudo ?,n:prop pro:obj v ?,ESP ESP ESP,0
893,o son tuyos .,coord cop pro:pos .,ESP ESP ESP,0
894,o nada nada nada .,coord v v v .,ESP ESP ESP ESP,0
895,entonces yo me puse like //.,adv pro:sub pro:obj v L2 +//.,ESP ESP ESP ESP ENG,1
896,y después todo eso y ya //.,coord adv det:indef pro:dem coord adv +//.,ESP ESP ESP ESP ESP ESP,0
897,atendiéndolos todos .,ger det:indef .,ESP ESP,0
898,eso me puso mal .,pro:dem pro:obj v adv .,ESP ESP ESP ESP,0
899,mal mal mal .,adv adv adv .,ESP ESP ESP,0
900,me molesté .,pro:obj v .,ESP ESP,0
901,Marta me entendió .,n:prop pro:obj v .,ESP ESP ESP,0
902,she was like pues cada persona tiene un vaso .,L2 L2 L2 co det:indef n v det:art n .,ENG ENG ENG ESP ESP ESP ESP ESP ESP,1
903,y si tú lo vas llenando ...,coord conj pro:sub pro:obj v ger +...,ESP ESP ESP ESP ESP ESP,0
904,y yo ella ella le dijo a Jane que se estaba exagerado porque yo solo me fui .,coord pro:sub pro:sub pro:sub pro:ind v aprep n:prop pro:rel pro:refl aux part conj pro:sub adj pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
905,"ella dijo ""/.","pro:sub v +""/.",ESP ESP,0
906,preferiblemente que te hubieras ido que te hubieras explotado aquí .,adv:adj pro:rel pro:obj v part pro:rel pro:obj v part adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
907,pero yo en mí yo siento que tengo ...,conj pro:sub prep pro:prep pro:sub v pro:rel v +...,ESP ESP ESP ESP ESP ESP ESP ESP,0
908,cómo se dice standard en español ?,pro:int pro:refl v L2 prep adj ?,ESP ESP ESP ENG ESP ESP,1
909,standard ?,adj ?,ESP,0
910,un estándar .,det:art n .,ESP ESP,0
911,yo tengo un estándar más alto .,pro:sub v det:art n adv adj .,ESP ESP ESP ESP ESP ESP,0
912,yo nunca me hubiera explotado ahí .,pro:sub adv pro:obj v part adv .,ESP ESP ESP ESP ESP ESP,0
913,a por o sea yo no lo planeaba .,aprep prep coord cop pro:sub adv pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP,0
914,para mí lo que hice en irme eso fue una explosión .,prep pro:prep pro:obj pro:rel v prep inf pro:dem cop det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
915,o sea para mi personalidad eso lo considero una explosión .,coord cop prep det:pos n pro:dem pro:obj v det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
916,"aunque Marta dijo ""/.","conj n:prop v +""/.",ESP ESP ESP,0
917,no estuvo bien lo que hiciste .,adv cop adv pro:obj pro:rel v .,ESP ESP ESP ESP ESP ESP,0
918,tú te fuiste en vez de decir algo .,pro:sub pro:obj v prep n prep inf pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP,0
919,o ponerte mal acá .,coord inf adv adv .,ESP ESP ESP ESP,0
920,eso está bien .,pro:dem cop adv .,ESP ESP ESP,0
921,pero yo sentí que no me hubiera ido .,conj pro:sub v pro:rel adv pro:obj v part .,ESP ESP ESP ESP ESP ESP ESP ESP,0
922,pero es que en ese momento tenía que haber aplicado la sangre de Jesús porque no había manera de controlar lo que estaba pasando dentro de mí .,conj cop pro:rel prep det:dem n v pro:rel inf part det:art n prep n:prop conj adv aux n prep inf pro:obj pro:rel aux ger adv prep pro:prep .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
923,entonces me puse súper mal .,adv pro:obj v n adv .,ESP ESP ESP ESP ESP,0
924,.,None,,0
925,pero of course me duele .,conj L2 L2 pro:obj v .,ESP ENG ENG ESP ESP,1
