,sentence,pos,language,switch
455,and we're gonna try to buy it maybe on June or July .,conj pro:sub part v inf v pro adv prep n:prop coord n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
456,and we're suppose to go on when they come in February two thousand nine with ...,conj pro:sub v inf v adv conj pro:sub v prep n:prop det:num det:num det:num prep +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
457,I wish with my aunty .,pro:sub v prep pro:poss:det adj .,ESP ESP ESP ESP ESP,0
458,but you know her .,conj pro v pro:obj .,ESP ESP ESP ESP,0
459,she is very scared with the cruise .,pro:sub aux adv v prep det n .,ESP ESP ESP ESP ESP ESP ESP,0
460,really ?,adv ?,ESP,0
461,yeah .,co .,ESP,0
462,why ?,adv:wh ?,ESP,0
463,.,None,,0
464,she don't like it .,pro:sub mod v pro .,ESP ESP ESP ESP,0
465,she doesn't like it .,pro:sub mod v pro .,ESP ESP ESP ESP,0
466,I heard your mommy is coming next week .,pro:sub v pro:poss:det n aux part adj n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
467,yeah on Monday .,co prep n:prop .,ESP ESP ESP,0
468,I'm gonna go with her to the home speed way .,pro:sub part v prep pro:obj prep det n n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
469,.,None,,0
470,a Homestead ?,aprep n:prop ?,ESP ESP,0
471,Homestead_Speedway it's a racing ...,n:prop L2 L2 L2 +...,ESP ENG ENG ENG,1
472,ay no le va a dar dolor de cabeza .,co adv pro:ind v aprep inf n prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
473,no no because we're going to the VIP .,adv adv L2 L2 L2 L2 L2 n:prop .,ESP ESP ENG ENG ENG ENG ENG ESP,1
474,why you're gonna take her there ?,adv:wh pro part v pro:obj adv ?,ESP ESP ESP ESP ESP ESP,0
475,it's for the company .,pro prep det n .,ESP ESP ESP ESP,0
476,.,None,,0
477,the insurance company we have a big party there .,det n n pro:sub v det adj n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
478,and we're gonna met everyone there .,conj pro:sub part v pro:indef adv .,ESP ESP ESP ESP ESP ESP,0
479,I've been //.,pro:sub cop +//.,ESP ESP,0
480,I've I've been there cuando Alberto trabajaba en Coca_Cola //.,n:prop:L2 n:prop:L2 L2 L2 conj n:prop v prep n:prop +//.,ESP ESP ENG ENG ESP ESP ESP ESP ESP,1
481,no te he contado .,adv pro:obj aux part .,ESP ESP ESP ESP,0
482,yeah what ?,co pro:wh ?,ESP ESP,0
483,Carlos got a new job .,n:prop v det adj n .,ESP ESP ESP ESP ESP,0
484,ya me dijo mi tía .,adv pro:obj v det:pos n .,ESP ESP ESP ESP ESP,0
485,sí .,co .,ESP,0
486,Telemundo .,n:prop .,ESP,0
487,what are he's gonna do there ?,pro:wh aux pro:sub part v adv ?,ESP ESP ESP ESP ESP ESP,0
488,.,None,,0
489,it's good for him ?,pro adj prep pro:obj ?,ESP ESP ESP ESP,0
490,bueno .,co .,ESP,0
491,Telemundo ?,n:prop ?,ESP,0
492,bueno no .,co adv .,ESP ESP,0
493,él va a ser empleado de General_Electric .,pro:sub v aprep inf n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
494,oh .,co .,ESP,0
495,he is gonna be an employee for General_Electric .,L2 L2 L2 L2 L2 L2 L2 n:prop .,ENG ENG ENG ENG ENG ENG ENG ESP,1
496,but he's gonna be working for Msnbc .,L2 L2 L2 L2 L2 L2 n:prop .,ENG ENG ENG ENG ENG ENG ESP,1
497,oh that is a big name .,co pro:dem cop det adj n .,ESP ESP ESP ESP ESP ESP,0
498,yeah .,co .,ESP,0
499,I like that .,pro:sub v pro:dem .,ESP ESP ESP,0
500,so he is a General_Electric employee .,co pro:sub cop det n:prop n .,ESP ESP ESP ESP ESP ESP,0
501,Telemundo .,n:prop .,ESP,0
502,pero he is gonna be working for MSNBC Telemundo .,conj L2 L2 L2 L2 L2 L2 n:prop n:prop .,ESP ENG ENG ENG ENG ENG ENG ESP ESP,1
503,ah he like that .,co L2 L2 L2 .,ESP ENG ENG ENG,1
504,of course .,prep n .,ESP ESP,0
505,.,None,,0
506,of course .,prep n .,ESP ESP,0
507,.,None,,0
508,he's very happy .,pro:sub adv adj .,ESP ESP ESP,0
509,no te digo .,adv pro:obj v .,ESP ESP ESP,0
510,it's a good base salary .,pro det adj n n .,ESP ESP ESP ESP ESP,0
511,and you know they give them up to twenty thousands dollars in bonus which is not bad .,conj pro v pro:sub v pro:obj adv prep det:num det:num n prep n rel cop neg adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
512,pero tiene sus pros y sus cons .,conj v co L2 coord co L2 .,ESP ESP ESP ENG ESP ESP ENG,1
513,which one is the problem .,rel pro:indef cop det n .,ESP ESP ESP ESP ESP,0
514,the problem is that they don't give him a car .,det n cop rel pro:sub mod v pro:obj det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
515,so he needs to get another car .,conj pro:sub v inf v qn n .,ESP ESP ESP ESP ESP ESP ESP,0
516,yeah but he more income right ?,co conj pro:sub adv n n ?,ESP ESP ESP ESP ESP ESP,0
517,yeah more income .,co adv n .,ESP ESP ESP,0
518,but at the same time it's an extra expense that we have never had never .,conj prep det adj n pro det n n rel pro:sub aux adv v adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
519,it's like having //.,pro prep n:gerund +//.,ESP ESP ESP,0
520,the way I see it it's like .,det n pro:sub v pro pro rel .,ESP ESP ESP ESP ESP ESP ESP,0
521,oh my god they just throw us a baby in the house are you gonna take care of diapers formula because it's a insurance gas maintenance .,co pro:poss:det n pro:sub adv v pro:obj det n prep det n cop pro part v n prep n n conj pro det n n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
522,everything .,pro:indef .,ESP,0
523,eso es lo que me tiene medio ...,pro:dem cop pro:obj pro:rel pro:obj v adj +...,ESP ESP ESP ESP ESP ESP ESP,0
524,pero cuál están en comprar .,conj pro:int cop prep inf .,ESP ESP ESP ESP ESP,0
525,no ahorita la verdad es no sabes que ...,adv adv det:art co cop adv v pro:rel +...,ESP ESP ESP ESP ESP ESP ESP ESP,0
526,el problema es que /.,det:art n cop pro:rel +/.,ESP ESP ESP ESP,0
527,no lo quiero ni pensar .,adv pro:obj v coord inf .,ESP ESP ESP ESP ESP,0
528,pero el problema es el tipo de trabajo que tiene .,conj det:art n cop det:art n imp v pro:rel v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
529,no puede manejar cualquier carrito mamita .,adv v inf pro:indef n n .,ESP ESP ESP ESP ESP ESP,0
530,tampoco no lo va poder manejar un Mercedes ni un carro tampoco de lujo .,adv adv pro:obj v inf inf det:art n:prop coord det:art n adv prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
531,ya pero imagen es imagen .,adv conj n cop n .,ESP ESP ESP ESP ESP,0
532,no matter what .,qn n pro:wh .,ESP ESP ESP,0
533,so vamos a ver .,L2 v aprep inf .,ENG ESP ESP ESP,1
534,en eso estamos .,prep pro:dem cop .,ESP ESP ESP,0
535,así que si escuchas de algún good deal because en el dealer donde él está hay carros .,adv pro:rel conj v prep det:indef L2 L2 L2 prep det:art L2 pro:rel pro:sub cop v n .,ESP ESP ESP ESP ESP ESP ENG ENG ENG ESP ESP ENG ESP ESP ESP ESP ESP,1
536,so un Lexus o el equivalente .,L2 det:art n:prop coord det:art adj .,ENG ESP ESP ESP ESP ESP,1
537,yo tengo una amiguita que es dueña de un dealer .,pro:sub v det:art n pro:rel cop n prep det:art L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
538,si quieres ir a verla .,conj v inf aprep inf .,ESP ESP ESP ESP ESP,0
539,es amiga mía .,cop n pro:pos .,ESP ESP ESP,0
540,la dueña dueña .,det:art n n .,ESP ESP ESP,0
541,es un dealer grande .,cop det:art L2 adj .,ESP ESP ENG ESP,1
542,tiene three warehouse .,v L2 L2 .,ESP ENG ENG,1
543,en here close here .,prep L2 L2 L2 .,ESP ENG ENG ENG,1
544,sí ?,co ?,ESP,0
545,sí si quieres la puedes ir a visitar .,co conj v pro:obj v inf aprep inf .,ESP ESP ESP ESP ESP ESP ESP ESP,0
546,where ?,adv:wh ?,ESP,0
547,está en ahí en .,cop prep adv prep .,ESP ESP ESP ESP,0
548,pero qué pasó con el marido de la Ana ?,conj pro:int v prep det:art n prep det:art n:prop ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
549,está en Infinity ?,cop prep n:prop ?,ESP ESP ESP,0
550,y por qué no intentas ?,coord prep pro:int adv v ?,ESP ESP ESP ESP ESP,0
551,Infinity ?,n:prop ?,ESP,0
552,no pero acuérdate que ella se compró un Mazda allá .,adv conj imp pro:rel pro:sub pro:refl v det:art n:prop adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
553,es para él .,cop prep pro:sub .,ESP ESP ESP,0
554,she make a good deal .,pro:sub v det adj n .,ESP ESP ESP ESP ESP,0
555,to that effect que se compre mejor un Lexus donde él está pues .,L2 L2 L2 pro:rel pro:refl v adj det:art n:prop pro:rel pro:sub cop co .,ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
556,ya pareces cubana chica .,adv v adj n .,ESP ESP ESP ESP,0
557,so .,co .,ESP,0
558,money money money .,n n n .,ESP ESP ESP,0
559,it's either money or credit and ...,pro adv n coord n coord +...,ESP ESP ESP ESP ESP ESP,0
560,no pero //.,adv conj +//.,ESP ESP,0
561,the credit is not all that .,det n aux neg qn pro:dem .,ESP ESP ESP ESP ESP ESP,0
562,pero why don't they give it to him a car ?,conj L2 L2 L2 L2 L2 L2 L2 L2 L2 ?,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
563,because they offering him a big salary .,conj pro:sub part pro:obj det adj n .,ESP ESP ESP ESP ESP ESP ESP,0
564,and he decide to go with the money and no with the car .,conj pro:sub v inf v prep det n coord qn prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
565,of course .,prep n .,ESP ESP,0
566,sometimes you gotta give up certain things .,adv pro mod:aux v prep adj n .,ESP ESP ESP ESP ESP ESP ESP,0
567,yeah I know .,co pro:sub v .,ESP ESP ESP,0
568,yeah but that's .,co conj pro:dem .,ESP ESP ESP,0
569,like all the jobs that he's had they's always giving him like you know company car .,prep qn det n rel pro:sub part pro:sub adv part pro:obj prep pro v n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
570,but now they're not giving him a car but they're giving him a good salary .,conj adv pro:sub neg part pro:obj det n conj pro:sub part pro:obj det adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
571,so we'll see what happens .,co pro:sub v pro:wh v .,ESP ESP ESP ESP ESP,0
572,but if you hear something good too you let me know .,conj conj pro v pro:indef adj adv pro v pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
573,but I whish one you wanna find it ?,conj pro:sub co pro:indef pro v v pro ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
574,eso es lo que quiero saber .,pro:dem cop pro:obj pro:rel v inf .,ESP ESP ESP ESP ESP ESP,0
575,qué quieres buscar ?,pro:int v inf ?,ESP ESP ESP,0
576,whatever you know just let me know .,pro:wh pro v adv v pro:obj v .,ESP ESP ESP ESP ESP ESP ESP,0
577,whatever you hear .,pro:wh pro v .,ESP ESP ESP,0
578,whatever //.,pro:wh +//.,ESP,0
579,oh speaking about that Victor no se puede hacer nada .,co L2 L2 L2 n:prop:L2 adv pro:refl v inf pro:indef .,ESP ENG ENG ENG ESP ESP ESP ESP ESP ESP,1
580,no ?,adv ?,ESP,0
581,I've got a this week .,pro:sub part det det n .,ESP ESP ESP ESP ESP,0
582,it's impossible .,pro adj .,ESP ESP,0
583,pobre muchacho .,adj n .,ESP ESP,0
584,because they're gonna ask at the time their closing they need to see the original driver's license .,conj pro:sub part v prep det n pro:poss:det part pro:sub v inf v det adj n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
585,ya .,adv .,ESP,0
586,me lo dijeron .,pro:obj pro:obj v .,ESP ESP ESP,0
587,me lo dijo un cliente que fue a la oficina .,pro:obj pro:obj v det:art n pro:rel v aprep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
588,y le pregunté el caso no ?,coord pro:ind v det:art v adv ?,ESP ESP ESP ESP ESP ESP,0
589,"entonces le dije ""/.","adv pro:ind v +""/.",ESP ESP ESP,0
590,mira tengo este caso .,co v det:dem v .,ESP ESP ESP ESP,0
591,"y me dice ""/.","coord pro:obj v +""/.",ESP ESP ESP,0
592,flaca la copia no le va a servir .,adj pro:obj v adv pro:ind v aprep inf .,ESP ESP ESP ESP ESP ESP ESP ESP,0
593,al momento del cierre .,aprep n prep v .,ESP ESP ESP ESP,0
594,necesita al momento del cierre .,v aprep n prep v .,ESP ESP ESP ESP ESP,0
595,he's suppose to go there .,pro:sub v inf v adv .,ESP ESP ESP ESP ESP,0
596,not only that because I can send a to his house .,neg adv adv conj pro:sub mod v det prep pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
597,that's not the problem .,pro:dem neg det n .,ESP ESP ESP ESP,0
598,the problem is that the person who is closing needs to see the i_d .,det n cop rel det n rel aux part v inf v det n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
599,ya .,adv .,ESP,0
600,ya .,adv .,ESP,0
601,está jodido el tipo pobrecito .,aux part det:art n adj .,ESP ESP ESP ESP ESP,0
602,he's a very good guy .,pro:sub det adv adj n .,ESP ESP ESP ESP ESP,0
603,it's a very good /.,pro det adv adj +/.,ESP ESP ESP ESP,0
604,I know .,pro:sub v .,ESP ESP,0
605,I feel bad for him .,pro:sub v adj prep pro:obj .,ESP ESP ESP ESP ESP,0
606,but unfortunately I can //.,conj un#adv pro:sub mod +//.,ESP ESP ESP ESP,0
607,I tried mira que yo he tratado .,n:prop:L2 L2 co pro:rel pro:sub aux part .,ESP ENG ESP ESP ESP ESP ESP,1
608,I tried .,pro:sub v .,ESP ESP,0
609,pero bueno no se puede no se puede .,conj co adv pro:refl v adv pro:refl v .,ESP ESP ESP ESP ESP ESP ESP ESP,0
