,sentence,pos,language,switch
536,ella nos mandó las planillas y nos mandó las copias de cómo llenárselo .,pro:sub pro:obj v det:art adj coord pro:obj v pro:obj v prep pro:int inf pro:clit,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
537,porque yo tengo las dos viejitas mías que ya ellas no hacen /.,conj pro:sub v det:art det:num adj pro:pos pro:rel adv pro:sub adv v +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
538,si acaso hazme cuando tengas un chance hazme una copia .,conj adv imp pro:rel v det:art L2 imp pro:dem v .,ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP,1
539,de cómo se llena .,prep pro:int pro:refl v .,ESP ESP ESP ESP,0
540,yo tengo ahí ella me él él me dio una copia que ahora yo tengo que hacérsela pero yo te la voy a hacer una copia esa .,pro:sub v adv pro:sub pro:obj pro:sub pro:sub pro:obj v pro:dem v pro:rel adv pro:sub v pro:rel inf pro:clit pro:sub pro:obj pro:obj v aprep inf pro:dem v det:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
541,.,None,,0
542,esa exacto .,det:dem co .,ESP ESP,0
543,okay .,co .,ESP,0
544,yo te la hago mañana en el trabajo .,pro:sub pro:obj pro:obj v adv prep det:art v .,ESP ESP ESP ESP ESP ESP ESP ESP,0
545,porque yo sé que le hace .,conj pro:sub v pro:rel pro:ind v .,ESP ESP ESP ESP ESP ESP,0
546,pero yo sé que hay que ponerle algo arriba en la planilla .,conj pro:sub v pro:rel v pro:rel inf pro:dem adv prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
547,de que es retirado o algo de eso .,prep pro:rel cop re#part coord pro:dem prep pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP,0
548,tiene un nombre ahora se me olvidó pero tienes que ponerle eso arriba porque si no .,v det:art v adv pro:refl pro:obj v conj v pro:rel inf pro:dem adv conj conj adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
549,sí .,co .,ESP,0
550,es igual que cuando uno manda los cheques al IRS .,cop co pro:rel conj pro:dem v det:art v aprep n:prop:L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
551,mhm .,L2 .,ENG,0
552,hay que poner el ten ninety nine con el número de social security y toda esa cosa .,v pro:rel inf det:art L2 L2 L2 prep det:art n imp L2 L2 coord det:indef det:dem v .,ESP ESP ESP ESP ENG ENG ENG ESP ESP ESP ESP ENG ENG ESP ESP ESP ESP,1
553,que si no no lo aceptan no no es que no lo acepten si no no te lo acreditan los tienen que acreditar .,pro:rel conj adv adv pro:obj v adv adv cop pro:rel adv pro:obj v conj adv adv pro:obj pro:obj v pro:obj v pro:rel inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
554,adonde tienen que acreditarlo .,pro:rel v pro:rel inf .,ESP ESP ESP ESP,0
555,mhm .,L2 .,ENG,0
556,ya creo que falta poco para que se acaben los treinta minutos no ?,adv v pro:rel v adv prep pro:rel pro:refl v det:art det:num n adv ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
557,bueno yo no sé llevamos hablando tiempo .,co pro:sub adv v v ger n .,ESP ESP ESP ESP ESP ESP ESP,0
558,no sé casi casi la media hora ya .,adv v adv adv det:art n n adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
559,mhm .,L2 .,ENG,0
560,y ya se está haciendo de noche ya mañana hay que ir a trabajar .,coord adv pro:refl aux ger prep n adv adv v pro:rel inf aprep inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
561,mhm sí .,L2 co .,ENG ESP,1
562,hay que cocinar .,v pro:rel inf .,ESP ESP ESP,0
563,no yo ya cociné .,adv pro:sub adv v .,ESP ESP ESP ESP,0
564,ya cocinaste nosotros comimos nosotros fuimos a Bass Pro shop .,adv v pro:sub v pro:sub v aprep n:prop:L2 n:prop:L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
565,where ?,adv:wh ?,ESP,0
566,Bass Pro shop .,n:prop n:prop n .,ESP ESP ESP,0
567,ah okay .,co co .,ESP ESP,0
568,allá en Grifeny ninety five .,adv prep n:prop L2 L2 .,ESP ESP ESP ENG ENG,1
569,eso que es cuestión de casería y toda esa cosa .,pro:dem pro:rel cop n imp n coord det:indef det:dem v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
570,uhhuh yo he estado ahí sí .,L2 pro:sub v part adv co .,ENG ESP ESP ESP ESP ESP,1
571,y cuando salimos y fuimos a county a ver los campers .,coord conj v coord v aprep L2 aprep inf det:art L2 .,ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ENG,1
572,mhm .,L2 .,ENG,0
573,porque andamos para el futuro buscando uno más grande .,conj v prep det:art n ger pro:dem adv adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
574,y de ahí salimos .,coord prep adv v .,ESP ESP ESP ESP,0
575,y nos metimos un barbecue place que hay university and Pince boulevard .,coord pro:obj v det:art L2 L2 pro:rel v L2 L2 n:prop L2 .,ESP ESP ESP ESP ENG ENG ESP ESP ENG ENG ESP ENG,1
576,okay .,co .,ESP,0
577,I know where that is .,pro:sub v adv:wh pro:dem cop .,ESP ESP ESP ESP ESP,0
578,allá traen una cosita chiquitica .,adv v det:art n n .,ESP ESP ESP ESP ESP,0
579,pero cocinan tan rico .,conj v adv adj .,ESP ESP ESP ESP,0
580,yeah .,co .,ESP,0
581,yeah yeah .,co co .,ESP ESP,0
582,what ribs and chicken and all /.,pro:wh n coord n coord pro:indef +/.,ESP ESP ESP ESP ESP ESP,0
583,yeah yeah the whole barbecue smoked barbecue so .,co co det n n v n adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
584,yeah .,co .,ESP,0
585,it's delicious .,pro adj .,ESP ESP,0
586,oh that's good .,co L2 L2 .,ESP ENG ENG,1
587,y we were there and Pepita asked we asked her what she wanted for dinner .,coord L2 L2 L2 L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
588,she said well bring me some ribs .,pro:sub v co v pro:obj qn n .,ESP ESP ESP ESP ESP ESP ESP,0
589,so we brought her some ribs so .,conj pro:sub v pro:obj qn n adv .,ESP ESP ESP ESP ESP ESP ESP,0
590,that's funny .,pro:dem adj .,ESP ESP,0
591,she said I'll have them for dinner .,pro:sub v pro:sub v pro:obj prep n .,ESP ESP ESP ESP ESP ESP ESP,0
592,so got here she ate them .,adv v adv pro:sub v pro:obj .,ESP ESP ESP ESP ESP ESP,0
593,and I said I thought you were gonna wait for dinner .,conj pro:sub v pro:sub v pro aux part v prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
594,me dice no no I'm hungry I'm gonna eat now .,pro:obj v L2 L2 n:prop:L2 L2 n:prop:L2 L2 L2 L2 .,ESP ESP ENG ENG ESP ENG ESP ENG ENG ENG,1
595,so she ate so .,conj pro:sub v adv .,ESP ESP ESP ESP,0
596,ya hoy Pepa no tenía que cocinar .,adv adv n:prop adv v pro:rel inf .,ESP ESP ESP ESP ESP ESP ESP,0
597,mhm .,L2 .,ENG,0
598,I I went this morning I Jennie breakfast and then we haven't eaten anything all day .,n:prop:L2 n:prop:L2 L2 L2 L2 n:prop:L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ENG ENG ENG ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
599,Jennie is the little one .,n:prop L2 L2 L2 L2 .,ESP ENG ENG ENG ENG,1
600,yeah Maria is working tonight .,L2 n:prop L2 L2 L2 .,ENG ESP ENG ENG ENG,1
601,mhm yeah .,L2 L2 .,ENG ENG,0
602,.,None,,0
603,and she is off already for ...,L2 L2 L2 L2 L2 L2 +...,ENG ENG ENG ENG ENG ENG,0
604,mhm .,L2 .,ENG,0
605,the schools are off for easter .,det n cop adv prep adj .,ESP ESP ESP ESP ESP ESP,0
606,sí .,co .,ESP,0
607,the universities .,det n .,ESP ESP,0
608,yeah .,co .,ESP,0
609,Pepita no estaba ?,n:prop adv cop ?,ESP ESP ESP,0
610,todavía ahora acaban estos días .,adv adv v det:dem n .,ESP ESP ESP ESP ESP,0
611,ella ahora empezó Jennie Jennie allá .,pro:sub adv v n:prop n:prop adv .,ESP ESP ESP ESP ESP ESP,0
612,ya empezó el spring break .,adv v det:art L2 L2 .,ESP ESP ESP ENG ENG,1
613,yeah .,co .,ESP,0
614,sí yo no sé qué día empieza Pepita pero FIU está .,co pro:sub adv v pro:int n v n:prop conj n:prop:L2 cop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
615,look I found that Saint Thomas started too early .,L2 n:prop:L2 L2 L2 n:prop:L2 n:prop:L2 L2 L2 L2 .,ENG ESP ENG ENG ESP ESP ENG ENG ENG,1
616,they tried to stag .,pro:sub v prep n .,ESP ESP ESP ESP,0
617,tú sabes .,pro:sub v .,ESP ESP,0
618,so not all the kids are out at the same time .,adv neg qn det n cop adv prep det adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
619,at the same time yeah because it would be atrocious for Miami ...,prep det adj n co conj pro mod cop adj prep n:prop +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
620,mhm yeah .,L2 L2 .,ENG ENG,0
621,beach .,n .,ESP,0
622,yeah .,co .,ESP,0
623,.,None,,0
624,and we get a lot of kids from the outside .,conj pro:sub v det n prep n prep det adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
625,yeah .,co .,ESP,0
626,that come from northern states .,L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ENG,0
627,you know traffic is gonna get bad all these days now .,pro v n aux part v adj qn det n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
628,yeah .,co .,ESP,0
629,although before it used to be Fort_Lauderdale Miami where all the kids came down to .,L2 L2 L2 L2 L2 L2 n:prop n:prop L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ENG ENG ESP ESP ENG ENG ENG ENG ENG ENG ENG,1
630,now they are spread all over the place .,adv pro:sub cop n adv prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
631,yeah .,co .,ESP,0
632,they go to Jacksonville they go to Panama_City .,L2 L2 L2 n:prop L2 L2 L2 n:prop .,ENG ENG ENG ESP ENG ENG ENG ESP,1
633,tú sabes different places .,pro:sub v L2 L2 .,ESP ESP ENG ENG,1
634,mhm .,L2 .,ENG,0
635,the Keys a lot of them like to go down there too .,L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
636,the the Keys .,L2 L2 n:prop .,ENG ENG ESP,1
637,lo que pasa que the Keys .,pro:obj pro:rel v pro:rel L2 n:prop .,ESP ESP ESP ESP ENG ESP,1
638,very expensive for them .,adv adj prep pro:obj .,ESP ESP ESP ESP,0
639,for college kids es imposible .,L2 L2 L2 cop adj .,ENG ENG ENG ESP ESP,1
640,pero let me tell you Miami_Beach is getting to be the same way .,conj L2 L2 L2 L2 n:prop L2 L2 L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG,1
641,yeah .,co .,ESP,0
642,before the kids used to come to Miami_Beach and hang out but .,prep det n v inf v prep n:prop coord v adv conj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
643,yeah .,co .,ESP,0
644,ya pero .,adv conj .,ESP ESP,0
645,first of all they are not renting it to the kids anymore you got to have an adult that would rent the place .,n prep pro:indef pro:sub aux neg part pro prep det n adv pro v inf v det n rel mod v det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
646,right .,co .,ESP,0
647,and we are talking about almost two hundred dollars a night minimum to find anywhere which before for fifty something dollars you can rent out at the beach spend the weekend .,conj pro:sub aux part adv adv det:num det:num n det n n inf v adv rel adv prep det:num pro:indef n pro mod v adv prep det n v det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
648,yeah .,co .,ESP,0
649,yeah .,co .,ESP,0
650,yeah .,co .,ESP,0
651,pero everything else it's cheaper at the beach than in the Keys .,L2 pro:indef post pro adj prep det n prep adv det n:prop .,ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
652,yeah .,co .,ESP,0
653,like restaurants transportation you know .,prep n n pro v .,ESP ESP ESP ESP ESP,0
654,oh yeah .,co co .,ESP ESP,0
655,ah in Miami_Beach they go to Burger_King they go to McDonalds in the Keys you don't find that much that too often .,co prep n:prop pro:sub v prep n:prop pro:sub v prep n:prop prep det n:prop pro mod v rel adv adv adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
656,oh yeah .,co co .,ESP ESP,0
657,so if they have to go to regular restaurants es caro .,adv conj pro:sub v inf v prep adj n L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG,1
658,tú sabes algunos de los restaurancitos esos in the Keys no son nada del otro mundo pero te cobran más que un Burger_King o un MacDonalds so for kids is not bien bien práctico .,pro:sub v det:indef prep det:art n det:dem L2 L2 n:prop adv cop imp prep det:indef n conj pro:obj v adv prep det:art n:prop coord det:art n:prop L2 L2 L2 L2 L2 adv adv adj .,ESP ESP ESP ESP ESP ESP ESP ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ESP ESP ESP,1
659,yeah .,co .,ESP,0
660,mhm .,L2 .,ENG,0
661,.,None,,0
662,estoy mirando el reloj .,aux ger det:art n .,ESP ESP ESP ESP,0
663,.,None,,0
664,yo creo que hemos hablado bastante .,pro:sub v pro:rel aux part adv .,ESP ESP ESP ESP ESP ESP,0
665,está bueno el aparatico ese que tiene la grabadorecita esa .,cop co det:art n det:dem pro:rel v det:art n det:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
666,grabando a la gente cuando te hacen algo .,ger aprep det:art n conj pro:obj v pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP,0
667,sí .,co .,ESP,0
668,hey here you go .,co adv pro v .,ESP ESP ESP ESP,0
669,los otros días sacó Office_Depot unas tarjeticas en venta .,det:art pro:indef n v n:prop det:art n prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
670,las de esas de one gig two gigs .,pro:obj v det:dem imp L2 L2 L2 L2 .,ESP ESP ESP ESP ENG ENG ENG ENG,1
671,yo fui y compré una para mi cámara .,pro:sub v coord v det:art prep det:pos n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
672,pero yo uso la regular la ST .,conj pro:sub v det:art adj det:art n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
673,Pepita en la cámara de ella usa una que se llama dualpro o una cosa así .,n:prop prep det:art n v pro:sub v det:art pro:rel pro:refl v L2 coord pro:dem v adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP,1
674,mhm .,L2 .,ENG,0
675,que esa nunca la habían puesto en venta pero por fin Office_Depot las puso en venta .,pro:rel det:dem adv pro:obj aux part prep n conj prep n n:prop pro:obj v prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
676,y ese día tenían una cosita de estas en venta también .,coord det:dem n v det:art n prep det:dem prep n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
677,un Sandisk que es un M_P_three player con un recording un radiecito FM todo una piececita .,det:art n:prop pro:rel cop det:art n:prop:L2 L2 prep det:art L2 det:art n n:prop det:indef det:art n .,ESP ESP ESP ESP ESP ESP ENG ESP ESP ENG ESP ESP ESP ESP ESP ESP,1
678,estaba bueno .,aux co .,ESP ESP,0
679,pero cuando llegué nada más que tenían el de muestra .,conj pro:rel v pro:indef adv pro:rel v det:art prep v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
680,no tenían ninguno allí .,adv v det:indef adv .,ESP ESP ESP ESP,0
681,pero mira before you used to go to the classes in the university .,conj v L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
682,and you used to be able to record classes .,conj pro v inf cop adj prep n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
683,to record not anymore .,inf v neg adv .,ESP ESP ESP ESP,0
684,I guess not .,pro:sub n neg .,ESP ESP ESP,0
685,maybe the teachers are not .,adv det n aux neg .,ESP ESP ESP ESP ESP,0
686,yeah .,co .,ESP,0
687,.,None,,0
688,bueno .,co .,ESP,0
689,they are teaching so properly that they are afraid that they might be recorded or might say something that they shouldn't say and they could /.,pro:sub aux part adv adv rel pro:sub cop adj rel pro:sub mod aux part coord mod v pro:indef rel pro:sub mod v conj pro:sub mod +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
690,that's .,L2 .,ENG,0
691,you know banish them .,pro v v pro:obj .,ESP ESP ESP ESP,0
692,tú sabes opens the door for a lawsuit si pasa cualquier cosa .,pro:sub v L2 L2 L2 L2 L2 L2 conj v pro:indef v .,ESP ESP ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP,1
693,yeah .,co .,ESP,0
694,tienen al maestro grabado un maestro que diga cualquier disparate en la clase sin querer o queriendo tú sabes lo tienen grabado .,v aprep n part det:art n pro:rel v pro:indef imp prep det:art n prep inf coord ger pro:sub v pro:obj v part .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
695,mhm .,L2 .,ENG,0
696,pero this country has gotten .,conj L2 L2 L2 L2 .,ESP ENG ENG ENG ENG,1
697,es todo lawsuit todo lawsuit .,cop pro:indef L2 det:indef L2 .,ESP ESP ENG ESP ENG,1
698,.,None,,0
699,todo es un problema todo .,det:indef cop det:art n det:indef .,ESP ESP ESP ESP ESP,0
700,like the lady that chocó a Myriam because ella fue la que la chocó you know .,L2 L2 L2 L2 v aprep n:prop L2 pro:sub v det:art pro:rel pro:obj v L2 L2 .,ENG ENG ENG ENG ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ENG ENG,1
701,mhm mhm .,L2 L2 .,ENG ENG,0
702,the lady is already her back hurts this and that everything hurts and I'm like .,det n aux adv pro:poss:det adj v det coord rel pro:indef v conj pro:sub co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
703,oh for sure mhm .,co L2 L2 L2 .,ESP ENG ENG ENG,1
704,the one who should be hurting is my kid .,det pro:indef rel mod aux n:gerund cop pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
705,mhm que fue la que le dieron de lado .,L2 pro:rel v det:art pro:rel pro:ind v prep n .,ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
706,no que le dieron por la puerta le desbarató la puerta .,adv pro:rel pro:ind v prep det:art n pro:ind v det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
707,mhm mhm .,L2 L2 .,ENG ENG,0
708,el axle de de la goma de adelante se la partió con eso yo te digo el golpe tan grande que le dio esa mujer .,det:art L2 prep prep det:art n prep adv imp det:art v prep pro:dem pro:sub pro:obj v det:art n adv adj pro:rel pro:ind v det:dem co .,ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
709,increíble increíble .,adj adj .,ESP ESP,0
710,she's just got one of these nineteen ninety five Toyotas that are like .,L2 L2 L2 L2 L2 L2 L2 L2 L2 n:prop L2 L2 L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG,1
711,mhm duro .,L2 v .,ENG ESP,1
712,remember those Toyotas were really heavy ?,L2 L2 n:prop L2 L2 L2 ?,ENG ENG ESP ENG ENG ENG,1
713,mhm .,L2 .,ENG,0
714,and the bumper used to be a different color that they used to .,conj det n v inf cop det adj n rel pro:sub v inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
715,mhm mhm .,L2 L2 .,ENG ENG,0
716,pero tipo SUV o ...,conj n n:prop:L2 coord +...,ESP ESP ESP ESP,0
717,no no it was a car .,adv adv L2 L2 L2 L2 .,ESP ESP ENG ENG ENG ENG,1
718,un carrito .,det:art n .,ESP ESP,0
719,mhm .,L2 .,ENG,0
720,Thank God .,n:prop n:prop .,ESP ESP,0
721,mhm .,L2 .,ENG,0
722,imagine if you for a little P_T_Cruiser .,L2 L2 L2 L2 L2 L2 n:prop .,ENG ENG ENG ENG ENG ENG ESP,1
723,imagínate .,imp .,ESP,0
724,la hubiera matado .,pro:obj v part .,ESP ESP ESP,0
725,imagínate .,imp .,ESP,0
726,porque yo no tenía airbags en el P_T_Cruiser .,conj pro:sub adv v L2 prep det:art n:prop .,ESP ESP ESP ESP ENG ESP ESP ESP,1
727,no .,adv .,ESP,0
728,los P_T_Cruisers no vienen con airbag ?,det:art n:prop adv v prep L2 ?,ESP ESP ESP ESP ESP ENG,1
729,yes but what happened was my husband being such a small person wanted to buy her a car a used car didn't want her to have a new car like I told him .,co conj pro:wh v cop pro:poss:det n n qn det adj n v inf v pro:obj det n det part n mod v pro:obj inf v det adj n co pro:sub v pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
730,get the kid a good car when we ended up finding out when we had already paid everything for the car that car had been chocado de alante completamente .,v det n det adj n conj pro:sub v adv part adv conj pro:sub v adv v pro:indef prep det n det n aux aux L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG,1
731,fíjate que tiene el sticker .,imp pro:rel v det:art L2 .,ESP ESP ESP ESP ENG,1
732,mhm .,L2 .,ENG,0
733,pero parece que it wasn't in the system yet because it had just happened .,L2 L2 L2 pro cop prep det n adv conj pro aux adv part .,ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
734,mhm .,L2 .,ENG,0
735,so they fixed the car .,conj pro:sub v det n .,ESP ESP ESP ESP ESP,0
736,and they sold it to us thinking that ...,conj pro:sub part pro prep pro:obj part rel +...,ESP ESP ESP ESP ESP ESP ESP ESP,0
737,que no nada tenía el carro .,pro:rel adv v v det:art n .,ESP ESP ESP ESP ESP ESP,0
738,when we went to trade in the car for the Honda the guy told me that he couldn't take that car .,conj pro:sub v inf v prep det n prep det n:prop det n v pro:obj rel pro:sub mod v rel n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
739,and we say why can't you take this car ?,conj pro:sub v adv:wh mod pro v det n ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
740,because that car is no good .,conj det n cop qn adj .,ESP ESP ESP ESP ESP ESP,0
741,mhm .,L2 .,ENG,0
742,it's been crashed from the front .,pro aux part prep det n .,ESP ESP ESP ESP ESP ESP,0
743,mhm .,L2 .,ENG,0
744,and they put a special sticker when you open up the door of the car on the side right there .,conj pro:sub v det n n conj pro v prep det n prep det n prep det n adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
745,they put a sticker when a car has been crashed from the front .,pro:sub v det n conj det n aux aux part prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
746,because of .,conj prep .,ESP ESP,0
747,como un rebuilt .,adv det:art L2 .,ESP ESP ENG,1
748,yes .,co .,ESP,0
749,mhm .,L2 .,ENG,0
750,and they wouldn't take the car for nothing .,conj pro:sub mod v det n prep pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP,0
751,ya tú sabes .,adv pro:sub v .,ESP ESP ESP,0
752,no ni lo querían .,adv coord pro:obj v .,ESP ESP ESP ESP,0
753,they said no we don't want this .,pro:sub v co pro:sub mod v det .,ESP ESP ESP ESP ESP ESP ESP,0
754,this is the liability for us .,pro:dem cop det n prep pro:obj .,ESP ESP ESP ESP ESP ESP,0
755,mhm .,L2 .,ENG,0
756,you try to sell it the best way you can .,pro v inf v pro det adj n pro mod .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
757,and I told let's sue the guy who sold you the car .,conj pro:sub v v v det n rel part pro det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
758,no no no no I don't wanna worry .,co co co co pro:sub mod v n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
759,sí .,co .,ESP,0
760,you know I don't wanna deal with that .,pro v pro:sub mod v n prep pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP,0
761,sí .,co .,ESP,0
762,oh okay .,co co .,ESP ESP,0
763,but thank God .,conj v n:prop .,ESP ESP ESP,0
764,mhm mhm .,L2 L2 .,ENG ENG,0
765,hello .,co .,ESP,0
766,are we /.,cop pro:sub +/.,ESP ESP,0
767,I don't know if we are almost over .,pro:sub mod v conj pro:sub cop adv prep .,ESP ESP ESP ESP ESP ESP ESP ESP,0
768,we've been talking so much already .,pro:sub aux part adv qn adv .,ESP ESP ESP ESP ESP ESP,0
769,are we on time ?,cop pro:sub adv n ?,ESP ESP ESP ESP,0
770,I think they forgot about us .,pro:sub v pro:sub v prep pro:obj .,ESP ESP ESP ESP ESP ESP,0
771,keep talking .,v n:gerund .,ESP ESP,0
772,keep on talking .,v adv part .,ESP ESP ESP,0
773,four more minutes five more minutes .,det:num adv n det:num adv n .,ESP ESP ESP ESP ESP ESP,0
774,we got five more minutes .,pro:sub v det:num adv n .,ESP ESP ESP ESP ESP,0
775,mhm .,L2 .,ENG,0
776,.,None,,0
777,we are tired talking to each other we wanna watch the news and the tv right now .,pro:sub aux part part prep qn qn pro:sub v v det n coord det n adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
778,mhm .,co .,ESP,0
779,.,None,,0
780,pues sí lo de Chilis está impresionante no verdad ?,co co pro:obj prep n:prop aux adj adv co ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
781,el tiroteo ese ahí en Chilis .,det:art n det:dem adv prep n:prop .,ESP ESP ESP ESP ESP ESP,0
782,yes .,co .,ESP,0
783,y los otros días el tiroteo en el colegio .,coord det:art pro:indef n det:art v prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
784,yeah .,co .,ESP,0
785,y ayer o anteayer el riot en el Edison .,coord adv coord adv det:art L2 prep det:art n:prop .,ESP ESP ESP ESP ESP ENG ESP ESP ESP,1
786,.,None,,0
787,Edison .,n:prop .,ESP,0
788,en el otro .,prep det:art pro:indef .,ESP ESP ESP,0
