,sentence,pos,language,switch
590,has she you know gone into the pool ?,v pro:sub pro:per v part prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
591,I guess asking me if she's swallowed water or something .,pro:sub v part pro:obj conj pro:sub part n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
592,"I'm like no I'm like ""/.","pro:sub co qn pro:sub prep +""/.",ENG ENG ENG ENG ENG,0
593,she hates the water .,pro:sub v det:art n .,ENG ENG ENG ENG,0
594,I mean god even when I bathe her you know it's like no .,pro:sub v co adj conj pro:sub v pro:obj pro:per v pro:per co co .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
595,so I don't know if maybe it's from before that she's had it .,co pro:sub mod v comp adv pro:per prep adv adv pro:sub part pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
596,and she's accumulating sitting there .,coord pro:sub part part adv .,ENG ENG ENG ENG ENG,0
597,I mean I don't know .,pro:sub v pro:sub mod v .,ENG ENG ENG ENG ENG,0
598,maybe one day when I took her to the beach .,adv pro:indef n conj pro:sub v pro:obj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
599,she might have swallowed some water accidentally //.,pro:sub mod v part qn n adv +//.,ENG ENG ENG ENG ENG ENG ENG,0
600,I mean I don't know where it came from .,pro:sub v pro:sub mod v pro:int pro:per v prep .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
601,so he told me to ...,co pro:sub v pro:obj inf +...,ENG ENG ENG ENG ENG,0
602,huh ?,co ?,ENG,0
603,"no no no no I'm like ""/.","co co co co pro:sub prep +""/.",ENG ENG ENG ENG ENG ENG,0
604,it's curable ?,pro:per adj ?,ENG ENG,0
605,it's treatable ?,pro:per adj ?,ENG ENG,0
606,"he's like ""/.","pro:sub prep +""/.",ENG ENG,0
607,oh yeah yeah yeah yeah .,co co co co co .,ENG ENG ENG ENG ENG,0
608,"he's like ""/.","pro:sub prep +""/.",ENG ENG,0
609,it's just that her ...,pro:per adj adv det:poss +...,ENG ENG ENG ENG,0
610,he showed me the x-ray .,pro:sub v pro:obj det:art n .,ENG ENG ENG ENG ENG,0
611,it's like a part of her lung //.,pro:per conj det:art n prep det:poss n +//.,ENG ENG ENG ENG ENG ENG ENG,0
612,it's so fascinating .,pro:per adv part .,ENG ENG ENG,0
613,like I would want to be a vet except I don't like biology .,co pro:sub mod v inf cop det:art n prep pro:sub mod co n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
614,oh and they had to put a little cat to sleep today .,co coord pro:sub v inf v det:art adj n prep n adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
615,I'll tell you about that later .,pro:sub v pro:per prep pro:dem adv .,ENG ENG ENG ENG ENG ENG,0
616,this is so sad .,pro:dem cop adv adj .,ENG ENG ENG ENG,0
617,oy .,co .,ENG,0
618,uhuh this is why I couldn't be a vet .,co pro:dem cop pro:int pro:sub mod cop det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
619,anyways .,adv .,ENG,0
620,no he showed me a part of her lungs that in the x-ray they came out black .,co pro:sub v pro:obj det:art n prep det:poss n adv prep det:art n pro:sub v adv n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
621,like they were just very dark because they were swollen .,conj pro:sub cop adv adv adj conj pro:sub aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
622,"and he's like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
623,you see it's like they shouldn't be that dark .,pro:per v pro:per conj pro:sub mod aux det:dem adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
624,they should be more like this .,pro:sub mod cop adv prep pro:dem .,ENG ENG ENG ENG ENG ENG,0
625,and he compared it to like a lighter gray area in her lung .,coord pro:sub v pro:per prep prep det:art n adj n prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
626,"so he's like ""/.","co pro:sub prep +""/.",ENG ENG ENG,0
627,well we'll put her on antibiotics .,co pro:sub v pro:obj prep n .,ENG ENG ENG ENG ENG ENG,0
628,and then come back in two weeks .,coord adv:tem v adv prep det:num n .,ENG ENG ENG ENG ENG ENG ENG,0
629,so ...,co +...,ENG,0
630,"he's like you know ""/.","pro:sub prep pro:per v +""/.",ENG ENG ENG ENG,0
631,take the biotics because her lungs are swollen .,v det:art n:pt conj det:poss n cop adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
632,I guess her lungs are swollen and making her cough .,pro:sub v det:poss n cop adj coord part det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
633,and so then ...,coord adv adv:tem +...,ENG ENG ENG,0
634,what her lungs being swollen ?,pro:int det:poss n part adj ?,ENG ENG ENG ENG ENG,0
635,I don't know .,pro:sub mod v .,ENG ENG ENG,0
636,I didn't ask him .,pro:sub mod v pro:obj .,ENG ENG ENG ENG,0
637,he's not sure what it is .,pro:sub neg adj pro:int pro:per cop .,ENG ENG ENG ENG ENG ENG,0
638,he told me to give her the medication .,pro:sub v pro:obj inf v pro:obj det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
639,and then see if it happens in two weeks .,coord adv:tem v conj pro:per v adv det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
640,and then if it continues in two weeks then he'll see you know what else it could be .,coord adv:tem conj pro:per v adv det:num n adv:tem pro:sub v pro:per v pro:int post pro:per mod cop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
641,so ...,co +...,ENG,0
642,he gave her a shot today so I'm not going to give her any medication until tomorrow .,pro:sub v pro:obj det:art n adv:tem adv pro:sub neg part inf v pro:obj qn n prep adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
643,so she's in my room right now .,adv pro:sub prep det:poss n adv adv .,ENG ENG ENG ENG ENG ENG ENG,0
644,she's sleeping because she's drowsy and stuff .,pro:sub part conj pro:sub adj coord n .,ENG ENG ENG ENG ENG ENG ENG,0
645,and he cleaned her glands .,coord pro:sub v det:poss n .,ENG ENG ENG ENG ENG,0
646,and then I told him about the flea thing .,coord adv:tem pro:sub v pro:obj prep det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
647,he gave me some pills for the fleas .,pro:sub v pro:obj qn n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
648,it's a pill .,pro:per det:art n .,ENG ENG ENG,0
649,you give her one pill every ten days and it kills the fleas within thirty minutes of her taking the pills .,pro:per v det:poss det:num n qn det:num n coord pro:per v det:art n prep det:num n prep pro:obj part det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
650,so I gave her the pill right when I got home .,co pro:sub v pro:obj det:art n adv conj pro:sub v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
651,and he just told me just to you know not to bathe her now .,coord pro:sub adv v pro:obj adv prep pro:per v neg inf v pro:obj adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
652,but to you know just clean the house or whatever like you know .,conj prep pro:per v adv adj det:art n coord pro:int prep pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
653,the usual .,det:art adj .,ENG ENG,0
654,he told me you've got nothing to worry about obviously .,pro:sub v pro:obj pro:per part pro:indef inf v adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
655,so other than that she's okay .,adv qn prep adv pro:sub co .,ENG ENG ENG ENG ENG ENG,0
656,I don't know .,pro:sub mod v .,ENG ENG ENG,0
657,I didn't ask him .,pro:sub mod v pro:obj .,ENG ENG ENG ENG,0
658,he knew what it was .,pro:sub v pro:int pro:per cop .,ENG ENG ENG ENG ENG,0
659,he knew what medication to give her .,pro:sub v pro:int n inf v pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
660,so I'm sure he must be familiar with whatever it is .,adv pro:sub adv pro:sub mod cop adj prep pro:int pro:per cop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
661,he's just asked me where it came from .,pro:sub adv part pro:obj pro:int pro:per v prep .,ENG ENG ENG ENG ENG ENG ENG ENG,0
662,and I told him I didn't know so ...,coord pro:sub v pro:obj pro:sub mod v co +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
663,because I didn't know I guess he couldn't really ...,conj pro:sub mod v pro:sub v pro:sub mod adv +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
664,he couldn't assume where it came from so .,pro:sub mod v pro:int pro:per v prep adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
665,the coughing .,det:art n:gerund .,ENG ENG,0
666,"yeah he's like ""/.","co pro:sub prep +""/.",ENG ENG ENG,0
667,it's probably because her lungs are swollen .,pro:per adv conj det:poss n cop adj .,ENG ENG ENG ENG ENG ENG ENG,0
668,he told me .,pro:sub v pro:obj .,ENG ENG ENG,0
669,so he's like ...,co pro:sub prep +...,ENG ENG ENG,0
670,I didn't tell him about the sneezing .,pro:sub mod v pro:obj prep det:art n:gerund .,ENG ENG ENG ENG ENG ENG ENG,0
671,the sneezing I really think is because she hits her nose .,det:art n:gerund pro:sub adv v aux conj pro:sub v det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
672,I mean when I hit my nose I sneeze .,pro:sub v conj pro:sub v det:poss n pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
673,so she's always launching herself into the carpet .,co pro:sub adv part pro:refl prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
674,and hitting herself with a paw .,coord part pro:refl prep det:art n .,ENG ENG ENG ENG ENG ENG,0
675,and I just think it has to do with that .,coord pro:sub adv v pro:per aux inf v prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
676,but I'll mention it .,conj pro:sub v pro:per .,ENG ENG ENG ENG,0
677,if it continues like severely then I'll tell him in two weeks when I see him .,conj pro:per v prep adv adv:tem pro:sub v pro:obj prep det:num n conj pro:sub v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
678,he took her temperature .,pro:sub v det:poss n .,ENG ENG ENG ENG,0
679,she has she had a hundred and two of temperature .,pro:sub v pro:sub v det:art det:num coord det:num prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
680,her normal temperature is one oh one .,det:poss adj n cop det:num co pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
681,so it was a little bit high .,co pro:per cop det:art adj n n .,ENG ENG ENG ENG ENG ENG ENG,0
682,so ...,co +...,ENG,0
683,but he said it wasn't a fever or anything .,conj pro:sub v pro:per cop det:art n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
684,and she gained like two pounds .,coord pro:sub part co det:num n .,ENG ENG ENG ENG ENG ENG,0
685,so ...,co +...,ENG,0
686,okay what are we gonna do ?,co pro:int cop pro:sub part v ?,ENG ENG ENG ENG ENG ENG,0
687,four maybe ?,det:num adv ?,ENG ENG,0
688,okay .,co .,ENG,0
689,okay bye .,co co .,ENG ENG,0
690,what are you going to do afterwards ?,pro:int aux pro:per part inf v adv ?,ENG ENG ENG ENG ENG ENG ENG,0
691,I dunno .,pro:sub mod v,ENG ENG,0
692,I have to finish a drawing for my parents .,pro:sub v inf v det:art n prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
693,and so yesterday Michael and I //.,coord adv adv:tem n:prop coord pro:sub +//.,ENG ENG ENG ENG ENG ENG,0
694,he started telling me like .,pro:sub v part pro:obj prep .,ENG ENG ENG ENG ENG,0
695,he sketched over what I need to put in the drawings .,pro:sub v adv pro:int pro:sub v inf v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
696,so but I need him to help me draw detail .,adv conj pro:sub v pro:obj inf v pro:obj v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
697,because the wall's being constructed .,conj det:art adj n v .,ENG ENG ENG ENG ENG,0
698,uhhuh .,co .,ENG,0
699,like I know like the foundations and the footings .,conj pro:sub v prep det:art n coord det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
700,but I don't know the actual construction .,conj pro:sub mod v det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
701,and what the materials are called .,coord pro:int det:art n aux part .,ENG ENG ENG ENG ENG ENG,0
702,and how to technically put them in the drawings .,coord pro:int inf adv v pro:obj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
703,so he does obviously .,co pro:sub mod adv .,ENG ENG ENG ENG,0
704,mhm .,co .,ENG,0
705,so I have to sit with him and do it .,co pro:sub v inf v prep pro:obj coord v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
706,my parents are like asking me and bothering me about it .,det:poss n cop prep n:gerund pro:obj coord part pro:obj prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
707,I'm like ...,pro:sub prep +...,ENG ENG,0
708,I understand .,pro:sub v .,ENG ENG,0
709,"but it's like ""/.","conj pro:per conj +""/.",ENG ENG ENG,0
710,look like I have things to do .,v conj pro:sub v n inf v .,ENG ENG ENG ENG ENG ENG ENG,0
711,you know last weekend like I had to take work home for my boss .,pro:per v adv n conj pro:sub v inf v n adv prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
712,yeah .,co .,ENG,0
713,my boss .,det:poss n .,ENG ENG,0
714,so it's like don't assume that I have every weekend all the time to do it you know .,adv pro:per conj mod v comp pro:sub v qn n qn det:art n inf v pro:per pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
715,then I have that exam to study for .,adv:tem pro:sub v det:dem n prep n prep .,ENG ENG ENG ENG ENG ENG ENG ENG,0
716,so ugh .,co co .,ENG ENG,0
717,I wanted to go to ...,pro:sub v inf v prep +...,ENG ENG ENG ENG ENG,0
718,what are we going to do afterwards ?,pro:int cop pro:sub part inf v adv ?,ENG ENG ENG ENG ENG ENG ENG,0
719,nothing I have ...,pro:indef pro:sub v +...,ENG ENG ENG,0
720,I wanted to go to Old_Navy .,pro:sub v inf v prep n:prop .,ENG ENG ENG ENG ENG ENG,0
721,well I have to go to Old_Navy to get Carolina and Carolina's daughter something ...,co pro:sub v inf v prep n:prop inf v n:prop coord adj n pro:indef +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
722,mhm .,co .,ENG,0
723,for tomorrow so ...,conj adv:tem adv +...,ENG ENG ENG,0
724,I figure I'll find something there in the sale .,pro:sub v pro:sub v pro:indef adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
725,because I just spent a hundred and forty dollars on the vet .,conj pro:sub adv v det:art det:num coord det:num n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
726,so I have no money .,co pro:sub v qn n .,ENG ENG ENG ENG ENG,0
727,uhhuh .,co .,ENG,0
728,later I have to go with Sarah to buy something for one of our friend's birthdays that's tonight .,adv pro:sub v inf v prep n:prop inf v pro:indef prep pro:indef prep det:poss adj n pro:rel adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
729,and ...,coord +...,ENG,0
730,you're going to a party ?,pro:per part prep det:art n ?,ENG ENG ENG ENG ENG,0
731,yeah it's in a house .,co pro:per prep det:art n .,ENG ENG ENG ENG ENG,0
732,like a get together .,prep det:art v adv .,ENG ENG ENG ENG,0
733,and I have work to do .,coord pro:sub v n inf v .,ENG ENG ENG ENG ENG ENG,0
734,for work ?,prep n ?,ENG ENG,0
735,because yesterday oh with the whole passport thing uhhuh I had to do the ladies like in the morning .,conj adv:tem co prep det:art adj n n co pro:sub v inf v det:art n prep prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
736,"she told me she's like ""/.","pro:sub v pro:obj pro:sub prep +""/.",ENG ENG ENG ENG ENG,0
737,you have to do this today .,pro:per v inf v det:dem adv:tem .,ENG ENG ENG ENG ENG ENG,0
738,alright .,co .,ENG,0
739,"so I'm like ""/.","adv pro:sub prep +""/.",ENG ENG ENG,0
740,oh I told my coworkers and Raquel .,co pro:sub v det:poss n coord n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
741,"I'm like ""/.","pro:sub prep +""/.",ENG ENG,0
742,I'm not feeling well .,pro:sub neg part adv .,ENG ENG ENG ENG,0
743,I have to go home whatever .,pro:sub v inf v adv pro:int .,ENG ENG ENG ENG ENG ENG,0
744,"so I'm like ""/.","adv pro:sub prep +""/.",ENG ENG ENG,0
745,I'll take work home .,pro:sub v n adv .,ENG ENG ENG ENG,0
746,I didn't tell them that .,pro:sub mod v pro:obj pro:dem .,ENG ENG ENG ENG ENG,0
747,yeah .,co .,ENG,0
748,so on Monday I won't be behind .,adv prep n:prop pro:sub mod cop adv .,ENG ENG ENG ENG ENG ENG ENG,0
749,do they pay you more for taking work home or no ?,mod pro:sub v pro:per adv prep n:gerund n adv coord co ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
750,no .,co .,ENG,0
751,and I don't tell them what I do .,coord pro:sub mod v pro:obj pro:int pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
752,because ...,conj +...,ENG,0
753,yeah .,co .,ENG,0
754,se la hace costumbre .,pro:refl pro:obj v n .,ENG ENG ENG ENG,0
755,yeah .,co .,ENG,0
756,.,None,,0
757,and they'll expect me to do it every weekend or something .,coord pro:sub v pro:obj inf v pro:per qn n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
758,yeah .,co .,ENG,0
759,and I think she's kinda noticing that all of us are just fed up with the whole situation .,coord pro:sub v pro:sub adv part adv adv prep pro:obj aux adv part adv prep det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
760,who the lady Raquel ?,pro:int det:art n n:prop ?,ENG ENG ENG ENG,0
761,mhm .,co .,ENG,0
762,and that we're sick of it .,coord comp pro:sub adj prep pro:per .,ENG ENG ENG ENG ENG ENG,0
763,there's so much drama .,pro:exist adv qn n .,ENG ENG ENG ENG,0
764,you don't need much contact with all this stress and deadlines .,pro:per mod v qn n prep qn det:dem n coord n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
765,we don't need it .,pro:sub mod v pro:per .,ENG ENG ENG ENG,0
766,you don't need additional ...,pro:per mod v adj +...,ENG ENG ENG ENG,0
767,no .,co .,ENG,0
768,stress .,n .,ENG,0
769,I mean the job's stressful enough .,pro:sub v det:art adj n adv .,ENG ENG ENG ENG ENG ENG,0
770,I don't need to add to it .,pro:sub mod v inf v prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
771,and that's what she does .,coord pro:dem pro:int pro:sub v .,ENG ENG ENG ENG ENG,0
772,we fell down on like review like two weeks ago .,pro:sub v adv prep co n co det:num n post .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
773,I guess she's asking for our bonuses .,pro:sub v pro:sub part prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
774,they don't do that thing where you can review her ?,pro:sub mod v det:dem n pro:rel pro:per mod v pro:obj ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
775,I think we do .,pro:sub v pro:sub v .,ENG ENG ENG ENG,0
776,I don't know when they're gonna you know cuando nos yeah .,pro:sub mod v pro:int pro:sub part pro:per v L2 L2 co .,ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ENG,1
777,it could be anonymous .,pro:per mod cop adj .,ENG ENG ENG ENG,0
778,no and it's not anonymous .,co coord pro:per neg adj .,ENG ENG ENG ENG ENG,0
779,well she's a bitch .,co pro:sub det:art n .,ENG ENG ENG ENG,0
780,.,None,,0
781,and she's bipolar .,coord pro:sub adj .,ENG ENG ENG,0
782,did the guy leave that guy that she was ...,v det:art n v comp n pro:rel pro:sub cop +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
783,no he's still there !,co pro:sub adv adv !,ENG ENG ENG ENG,0
784,I thought he was leaving to New_York you said or something .,pro:sub v pro:sub aux part prep n:prop pro:per v coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
785,they haven't mentioned it again .,pro:sub aux part pro:per adv .,ENG ENG ENG ENG ENG,0
786,I don't know .,pro:sub mod v .,ENG ENG ENG,0
787,sometimes I think that it would be best .,adv pro:sub v comp pro:per mod cop adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
788,but sometimes I think it wouldn't .,conj adv pro:sub v pro:per mod .,ENG ENG ENG ENG ENG ENG,0
789,because when he's around she's like you know ...,conj conj pro:sub adv pro:sub prep pro:per v +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
790,in a better mood ?,prep det:art adj n ?,ENG ENG ENG ENG,0
791,yeah she doesn't bother us .,co pro:sub mod v pro:obj .,ENG ENG ENG ENG ENG,0
792,she's not like on our back every five minutes .,pro:sub neg co prep det:poss adj qn det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
793,is it done yet ?,aux pro:per part adv ?,ENG ENG ENG ENG,0
794,that's annoying .,pro:rel part .,ENG ENG,0
795,thank god it wasn't me .,v n pro:per cop pro:obj .,ENG ENG ENG ENG ENG,0
796,we had our morning meeting whatever .,pro:sub v det:poss n part pro:int .,ENG ENG ENG ENG ENG ENG,0
797,we went to the office Mari //.,pro:sub v prep det:art n n:prop +//.,ENG ENG ENG ENG ENG ENG,0
798,and Maricarmen had to do you know .,coord n:prop v inf v pro:per v .,ENG ENG ENG ENG ENG ENG ENG,0
799,she had an assignment that day .,pro:sub v det:art n det:dem n .,ENG ENG ENG ENG ENG ENG,0
800,and no habían pasado diez minutos .,conj L2 L2 L2 L2 L2 .,ENG ESP ESP ESP ESP ESP,1
801,and she calls .,coord pro:sub v .,ENG ENG ENG,0
802,"and she's like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
803,ya les puedo ver ?,adv pro:ind v inf ?,ENG ENG ENG ENG,0
804,"Maricarmen was like ""/.","n:prop cop prep +""/.",ENG ENG ENG,0
805,acabo de comenzar .,v prep inf .,ENG ENG ENG,0
806,they don't know what it's like to do the work .,pro:sub mod v pro:int pro:per co inf v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
807,that's why they ask so much and they ...,pro:dem pro:int pro:sub v adv adv coord pro:sub +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
808,like it happens to me sometimes at work it's like .,conj pro:per v prep pro:obj adv prep n pro:per conj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
809,you know they give me something .,pro:per v pro:sub v pro:obj pro:indef .,ENG ENG ENG ENG ENG ENG,0
810,they don't even .,pro:sub mod adv .,ENG ENG ENG,0
811,sometimes they don't understand that it's a lot of coordinating and a lot of you know flipping back and forth .,adv pro:sub mod v adv pro:per det:art n prep n:gerund coord det:art n prep pro:per v part adv coord adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
812,"and they're like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
813,oh can you have it by tomorrow ?,co mod pro:per v pro:per adv adv:tem ?,ENG ENG ENG ENG ENG ENG ENG,0
814,"and I'm like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
815,no !,co !,ENG,0
816,you know I can try .,pro:per v pro:sub mod v .,ENG ENG ENG ENG ENG,0
817,but I'm not gonna lie to you and tell you that it's possible .,conj pro:sub neg part v prep pro:per coord v pro:per pro:rel pro:per adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
818,mhm .,co .,ENG,0
819,because well there's just me alone .,conj adv pro:exist adv pro:obj adv .,ENG ENG ENG ENG ENG ENG,0
820,and it's because they maybe once did it .,coord pro:per conj pro:sub adv adv mod pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
821,or now they forgot you know that it takes so long how time consuming it is .,coord adv pro:sub v pro:per v comp pro:per v adv adv pro:rel n part pro:per cop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
822,or it turns out they've never done it so ...,coord pro:per v adv pro:sub adv part pro:per adv +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
823,"Leticia told her one day ""/.","n:prop v det:poss det:num n +""/.",ENG ENG ENG ENG ENG,0
824,one day you should just sit with one of us .,det:num n pro:per mod adv v prep det:num prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
825,and you know sit down .,coord pro:per v v adv .,ENG ENG ENG ENG ENG,0
826,and actually take your time .,coord adv v det:poss n .,ENG ENG ENG ENG ENG,0
827,and see how long it takes to draw something .,coord v pro:int adj pro:per v inf v pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
828,that's the only problem with my boss .,pro:dem det:art qn n prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
829,she's ...,pro:sub +...,ENG,0
830,the people that actually the parties that I work with the school parties my team ...,det:art n pro:rel adv det:art n pro:rel pro:sub v prep det:art n v det:poss n +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
831,mhm .,co .,ENG,0
832,they're really good .,pro:sub adv adj .,ENG ENG ENG,0
833,because like I had to do something for like the bathrooms right .,conj conj pro:sub v inf v pro:indef prep co det:art n co .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
834,mhm .,co .,ENG,0
835,and I had to select tiles .,coord pro:sub v inf adj n .,ENG ENG ENG ENG ENG ENG,0
836,and yes it sounds very easy .,coord co pro:per v adv adj .,ENG ENG ENG ENG ENG ENG,0
837,but it's a lot of time consuming .,conj pro:per det:art n prep n part .,ENG ENG ENG ENG ENG ENG ENG,0
838,because ...,conj +...,ENG,0
839,yeah .,co .,ENG,0
840,it's very time consuming because they give you a board with different price ranges .,pro:per adv n part conj pro:sub v pro:per det:art n prep adj n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
841,.,None,,0
842,there's group one two three and four and five .,pro:exist n det:num det:num det:num coord det:num coord det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
843,five being the most expensive .,det:num n:gerund det:art qn adj .,ENG ENG ENG ENG ENG,0
844,mhm .,co .,ENG,0
845,"and then in the specs like which is part of your contract you tell them you know ""/.","coord adv:tem prep det:art n prep pro:rel cop n prep det:poss n pro:per v pro:obj pro:per v +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
846,price group one and two are the cheapest .,n n pro:indef coord det:num cop det:art adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
847,you're gonna use maybe fifty five percent thirty five percent of that .,pro:per part v adv det:num det:num n det:num det:num n prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
848,and then the most expensive one group four you use five percent .,coord adv:tem det:art qn adj det:num v det:num pro:per v det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
